full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,neo,pha,diameter,diameter_sigma
78242 (2002 OW23),3.108,0.2181,14.56,277.36,130.02,2.430,3.79,5.48,15304,0,1868,,,13.07,N,N,13.790,0.18
78283 (2002 PR42),3.181,0.1665,15.15,30.57,18.29,2.651,3.71,5.67,10276,0,1588,,,13.89,N,N,10.065,0.21
78452 (2002 RZ24),3.017,0.1652,14.88,38.80,5.09,2.519,3.52,5.24,13164,0,1761,,,13.69,N,N,11.884,0.11
78470 (2002 RM45),3.944,0.2751,4.00,22.55,339.25,2.859,5.03,7.83,10078,0,1036,,,13.77,N,N,10.967,0.14
78546 (2002 RF122),3.216,0.0448,16.60,134.65,240.64,3.072,3.36,5.77,8497,0,1201,,,14.06,N,N,11.044,0.17
78690 (2002 TY159),3.145,0.1880,13.65,94.69,340.19,2.553,3.74,5.58,8483,0,1994,,,13.55,N,N,12.360,0.28
78692 (2002 TA167),3.467,0.1402,15.79,246.93,116.37,2.981,3.95,6.45,16484,0,1713,,,13.34,N,N,12.219,0.12
78693 (2002 TY167),3.25,0.0646,14.31,238.63,75.72,3.040,3.46,5.86,9177,0,1212,,,13.92,N,N,11.414,0.15
78698 (2002 TD171),3.12,0.2445,25.42,353.32,99.84,2.357,3.88,5.51,12522,0,1341,,,13.68,N,N,11.663,0.20
78699 (2002 TN172),3.157,0.2793,25.18,205.70,249.83,2.275,4.04,5.61,8982,0,1319,,,14.07,N,N,10.127,0.06
78704 (2002 TY177),2.804,0.0695,21.43,250.72,96.86,2.609,3.00,4.7,8808,0,1691,,,13.74,N,N,10.029,0.25
78754 (2002 TA295),2.852,0.2783,14.31,271.19,65.88,2.058,3.65,4.82,8773,0,2231,,,13.41,N,N,13.134,0.34
78795 (2002 WN17),3.15,0.1013,17.99,101.37,58.27,2.831,3.47,5.59,8995,0,1559,,,13.88,N,N,10.209,0.10
78809 (2003 OR22),3.97,0.3297,12.76,177.62,222.52,2.661,5.28,7.91,12644,0,1495,,,13.11,N,N,15.171,0.40
78815 (2003 PN6),3.939,0.1932,7.57,314.07,81.93,3.179,4.70,7.82,9071,0,1499,,,12.93,N,N,15.282,0.62
78869 (2003 QV88),3.21,0.1493,6.60,49.93,304.27,2.731,3.69,5.75,9212,0,1369,,,13.96,N,N,10.233,0.24
78935 (2003 SF148),3.17,0.1400,24.49,23.78,80.10,2.726,3.61,5.64,17223,0,2588,,,12.81,N,N,14.948,0.30
78957 (2003 SE226),3.166,0.1014,16.44,202.76,233.14,2.845,3.49,5.63,8087,0,1520,,,13.97,N,N,10.686,0.10
78967 (2003 SK277),3.2,0.1133,16.88,215.63,240.17,2.837,3.56,5.72,12346,0,1306,,,14.06,N,N,10.173,0.26
79097 (1981 EC24),3.95,0.1262,2.42,194.30,16.32,3.452,4.45,7.85,15181,0,707,,,14.22,N,N,10.765,0.45
79132 (1990 VR4),3.22,0.1482,13.70,87.91,269.40,2.743,3.70,5.78,11546,0,1564,,,13.88,N,N,10.765,0.30
79479 (1998 CJ2),3.137,0.1743,9.99,344.04,139.59,2.591,3.68,5.56,8966,0,1453,,,14.12,N,N,10.557,0.09
79485 (1998 FH10),3.208,0.1114,22.03,359.48,87.98,2.851,3.57,5.75,8934,0,1885,,,13.32,N,N,16.251,0.26
79490 (1998 FC42),3.21,0.3257,21.26,183.45,101.07,2.164,4.26,5.75,10749,0,1603,,,13.95,N,N,10.225,0.03
79503 (1998 GA5),3.046,0.1698,16.93,65.52,64.83,2.529,3.56,5.32,9028,0,1862,,,13.51,N,N,11.269,0.11
79514 (1998 KM26),3.401,0.0702,15.70,32.33,103.50,3.162,3.64,6.27,9919,0,1273,,,13.99,N,N,10.107,0.13
79515 (1998 KU29),3.964,0.1073,8.49,91.65,117.14,3.538,4.39,7.89,8829,0,1011,,,13.60,N,N,10.999,0.65
79724 (1998 SC125),3.996,0.2538,6.49,43.66,308.15,2.982,5.01,7.99,14787,0,1283,,,13.55,N,N,11.054,1.36
80034 (1999 JQ21),3.105,0.1819,21.56,228.47,85.63,2.540,3.67,5.47,8680,0,2250,,,13.40,N,N,10.739,0.17
80035 (1999 JV21),3.164,0.1606,9.64,250.49,19.68,2.655,3.67,5.63,8536,0,1104,,,14.28,N,N,10.733,0.10
80041 (1999 JK38),3.092,0.1058,20.57,213.63,161.79,2.765,3.42,5.44,8630,0,1722,,,13.83,N,N,11.760,0.17
80051 (1999 JO56),3.138,0.1979,13.81,227.44,275.94,2.517,3.76,5.56,8456,0,1275,,,14.04,N,N,10.849,0.14
80076 (1999 JO101),3.101,0.2490,15.05,59.01,316.33,2.328,3.87,5.46,8586,0,1871,,,13.06,N,N,15.369,0.24
80119 (1999 RY138),5.201,0.1483,29.41,312.48,346.41,4.430,5.97,11.9,25245,0,926,,,11.58,N,N,28.432,0.50
80638 (2000 AM217),5.234,0.0852,5.38,108.44,232.60,4.788,5.68,12,9627,0,1181,,,12.30,N,N,18.129,0.58
81884 (2000 LL17),3.022,0.0882,23.20,269.42,98.01,2.756,3.29,5.25,8267,0,1663,,,13.52,N,N,12.157,0.26
81888 (2000 LH23),3.088,0.0402,20.71,295.67,58.42,2.963,3.21,5.43,8241,0,1374,,,13.90,N,N,10.245,0.17
81895 (2000 LP31),3.119,0.0571,20.86,273.38,297.84,2.941,3.30,5.51,8178,0,1432,,,13.45,N,N,12.113,0.13
81907 (2000 NR2),3.13,0.1580,23.76,222.67,59.54,2.636,3.62,5.54,14369,0,1349,,,13.95,N,N,12.083,0.12
81922 (2000 NV22),3.431,0.0958,14.26,238.74,69.10,3.103,3.76,6.36,8654,0,962,,,14.10,N,N,10.549,0.18
81938 (2000 OT32),3.221,0.0675,20.50,306.80,100.24,3.004,3.44,5.78,8026,0,937,,,14.01,N,N,10.175,0.13
82009 (2000 RF68),3.257,0.2095,21.40,335.68,54.44,2.575,3.94,5.88,7990,0,1441,,,13.74,N,N,11.245,0.21
82011 (2000 RW68),3.982,0.1618,3.66,52.96,57.90,3.338,4.63,7.95,7975,0,1108,,,13.67,N,N,11.766,0.21
82016 (2000 RJ101),3.224,0.1894,24.40,329.91,275.64,2.613,3.83,5.79,9003,0,1332,,,13.65,N,N,11.055,0.09
82023 (2000 SG34),3.975,0.0389,3.97,76.91,55.16,3.820,4.13,7.93,9246,0,1065,,,13.52,N,N,11.093,0.33
82040 (2000 SZ189),3.214,0.0996,14.98,294.03,219.72,2.894,3.53,5.76,8034,0,1708,,,13.42,N,N,13.054,0.20
82041 (2000 SL191),3.973,0.1902,9.70,145.89,330.72,3.217,4.73,7.92,8002,0,1086,,,13.59,N,N,11.187,0.22
82043 (2000 SN238),3.998,0.1209,9.72,74.47,6.80,3.515,4.48,8,7972,0,1078,,,13.20,N,N,12.358,0.24
82044 (2000 SP238),3.973,0.1555,10.62,79.89,40.51,3.355,4.59,7.92,8013,0,1373,,,13.08,N,N,13.735,0.24
82051 (2000 SQ314),3.203,0.1314,20.14,248.13,340.53,2.782,3.62,5.73,8447,0,778,,,14.11,N,N,10.267,0.14
82055 (2000 TY40),5.168,0.0549,36.53,156.62,330.96,4.884,5.45,11.7,16460,0,1299,,,11.80,N,N,24.934,0.57
82058 (2000 UT27),3.208,0.0719,15.90,72.68,348.13,2.978,3.44,5.75,16872,0,1489,,,13.78,N,N,12.001,0.34
82352 (2001 MU1),3.209,0.1010,15.71,258.53,72.94,2.885,3.53,5.75,8056,0,1513,,,13.75,N,N,11.527,0.39
82356 (2001 MB3),3.097,0.1747,9.26,225.22,181.71,2.556,3.64,5.45,8512,0,1671,,,13.71,N,N,12.668,0.10
82380 (2001 MU17),2.931,0.2154,14.62,237.85,130.39,2.300,3.56,5.02,8297,0,1742,,,13.73,N,N,11.549,0.10
82572 (2001 OU83),3.166,0.1594,13.98,89.62,20.26,2.662,3.67,5.63,8053,0,1388,,,13.91,N,N,10.630,0.18
82663 (2001 PW17),3.133,0.2557,15.66,92.33,298.63,2.332,3.93,5.55,11603,0,1365,,,13.72,N,N,10.962,0.23
82805 (2001 QO30),3.132,0.1501,18.19,30.46,38.93,2.662,3.60,5.54,8959,0,1837,,,13.12,N,N,13.654,0.24
82882 (2001 QG71),3.098,0.2144,17.33,267.01,194.13,2.434,3.76,5.45,11118,0,1655,,,13.35,N,N,13.640,0.23
82906 (2001 QJ99),3.037,0.1534,8.10,243.76,90.39,2.571,3.50,5.29,8691,0,1938,,,13.81,N,N,12.018,0.06
83042 (2001 QV193),3.18,0.0480,14.41,231.86,83.31,3.027,3.33,5.67,9342,0,1370,,,14.06,N,N,10.684,0.20
83051 (2001 QL200),3.104,0.1040,14.10,281.46,115.69,2.782,3.43,5.47,8157,0,1157,,,13.92,N,N,13.173,0.15
83105 (2001 QN238),3.19,0.0951,10.58,8.17,43.77,2.887,3.49,5.7,8854,0,1335,,,14.24,N,N,10.231,0.37
83170 (2001 QZ281),3.154,0.0352,20.13,273.39,95.44,3.043,3.26,5.6,8099,0,1061,,,13.71,N,N,10.335,0.14
83206 (2001 RZ12),3.187,0.0876,16.71,247.34,37.41,2.908,3.47,5.69,9340,0,1260,,,13.99,N,N,11.270,0.32
83373 (2001 SA9),3.134,0.1639,21.74,26.89,270.28,2.621,3.65,5.55,8556,0,1837,,,13.57,N,N,11.201,0.16
83544 (2001 SS169),3.17,0.1116,23.94,26.97,1.54,2.816,3.52,5.64,8479,0,1345,,,13.79,N,N,10.232,0.41
83599 (2001 SE266),3.15,0.0575,15.98,26.64,118.63,2.969,3.33,5.59,8928,0,1481,,,14.04,N,N,10.569,0.44
83604 (2001 SG270),3.186,0.1305,17.13,308.85,45.17,2.770,3.60,5.69,8861,0,1557,,,13.64,N,N,14.949,0.13
83666 (2001 TZ21),3.179,0.1633,18.13,136.70,224.10,2.660,3.70,5.67,8911,0,1432,,,13.84,N,N,10.376,0.15
83804 (2001 TA222),3.945,0.1400,8.82,18.29,140.39,3.393,4.50,7.84,10540,0,844,,,13.66,N,N,11.712,0.35
83826 (2001 UW20),3.195,0.1651,15.51,293.84,166.86,2.667,3.72,5.71,8871,0,1547,,,13.80,N,N,11.507,0.28
83867 (2001 UC77),3.957,0.1579,8.47,189.94,305.79,3.333,4.58,7.87,7979,0,865,,,13.83,N,N,11.249,0.34
83870 (2001 US89),3.135,0.0965,22.56,310.89,76.15,2.832,3.44,5.55,8057,0,802,,,14.22,N,N,11.136,0.18
83887 (2001 UL126),3.129,0.1643,22.85,338.98,75.05,2.615,3.64,5.53,17847,0,887,,,14.13,N,N,10.086,0.17
83916 (2001 VS8),3.976,0.1443,8.36,230.77,261.34,3.403,4.55,7.93,10454,0,756,,,13.89,N,N,10.450,0.29
83923 (2001 VR16),3.394,0.1086,11.61,289.03,69.79,3.026,3.76,6.25,9494,0,1815,,,13.41,N,N,14.850,0.20
83926 (2001 VS37),2.785,0.2351,7.05,224.94,138.60,2.130,3.44,4.65,11251,0,1882,,,14.23,N,N,10.380,0.08
83973 (2002 AS181),2.846,0.2312,15.80,301.93,19.32,2.188,3.50,4.8,13297,0,2115,,,13.82,N,N,10.651,0.11
83978 (2002 CC202),5.165,0.0783,4.44,89.16,242.09,4.761,5.57,11.7,22735,0,829,,,12.70,N,N,17.841,1.54
83980 (2002 EP9),5.193,0.1010,9.57,244.19,128.06,4.669,5.72,11.8,9265,0,1275,,,12.18,N,N,16.186,0.61
83984 (2002 GL77),5.368,0.0404,5.68,109.88,316.82,5.151,5.59,12.4,10010,0,1015,,,12.35,N,N,14.030,0.88
84085 (2002 QU24),3.153,0.1861,26.00,285.80,130.17,2.566,3.74,5.6,8535,0,1036,,,14.03,N,N,11.462,0.12
84103 (2002 RH12),3.994,0.1623,11.30,179.29,192.13,3.346,4.64,7.98,8806,0,1206,,,13.30,N,N,12.540,0.30
84185 (2002 RM107),3.135,0.2132,16.55,52.67,355.32,2.467,3.80,5.55,9327,0,2768,,,13.48,N,N,12.133,0.35
84404 (2002 TB181),3.201,0.1058,22.28,25.46,276.08,2.862,3.54,5.73,8519,0,2076,,,13.33,N,N,12.424,0.19
84698 (2002 VN110),2.983,0.2792,12.60,71.33,341.25,2.151,3.82,5.15,24567,0,1943,,,13.67,N,N,10.017,0.66
84709 (2002 VW120),5.224,0.0683,14.84,279.44,75.48,4.867,5.58,11.9,8001,0,380,,,12.38,N,N,19.525,1.74
84856 (2003 AY47),3.212,0.0798,16.91,306.06,186.93,2.955,3.47,5.76,7980,0,979,,,14.06,N,N,11.078,0.07
84876 (2003 BN71),3.174,0.2949,16.21,147.58,235.79,2.238,4.11,5.65,8870,0,1403,,,14.01,N,N,10.096,0.29
84930 (2003 WX21),3.175,0.2738,23.70,254.91,216.45,2.305,4.04,5.66,8650,0,2098,,,13.04,N,N,10.595,0.19
84946 (2003 WS161),3.074,0.1680,24.11,83.94,232.28,2.557,3.59,5.39,9490,0,1783,,,13.63,N,N,10.524,0.24
84962 (2003 YM9),3.112,0.1721,21.90,285.90,247.29,2.576,3.65,5.49,8478,0,946,,,14.10,N,N,10.561,0.09
85030 Admetos (2804 P-L),5.195,0.0813,22.80,190.94,229.73,4.772,5.62,11.8,22767,0,993,,,12.19,N,N,20.898,0.48
85162 (1988 SL2),3.959,0.1832,3.18,162.36,304.76,3.234,4.68,7.88,12518,0,900,,,13.92,N,N,11.298,2.61
85163 (1988 SQ2),3.922,0.2190,8.31,175.87,234.21,3.063,4.78,7.77,12293,0,1279,,,13.41,N,N,11.598,0.53
85312 (1994 YB1),3.152,0.2855,10.73,106.14,303.38,2.253,4.05,5.6,10255,0,1127,,,14.32,N,N,10.090,0.05
85394 (1996 RT32),5.174,0.0529,5.62,123.69,237.61,4.900,5.45,11.8,9627,0,851,,,12.70,N,N,13.972,0.92
85498 (1997 TQ12),5.261,0.0617,3.84,236.64,180.91,4.937,5.59,12.1,9631,0,626,,,12.99,N,N,11.746,1.17
85577 (1998 DC2),3.986,0.2153,4.52,28.66,4.85,3.128,4.84,7.96,9951,0,904,,,13.74,N,N,10.811,0.72
85716 (1998 SG56),3.17,0.0093,12.25,346.52,338.87,3.140,3.20,5.64,8899,0,2243,,,13.14,N,N,18.754,2.80
85807 (1998 WR10),5.185,0.0891,26.47,237.85,205.52,4.723,5.65,11.8,8841,0,1300,,,12.05,N,N,22.309,0.44
85822 (1998 XC17),5.183,0.1285,11.31,86.92,325.73,4.517,5.85,11.8,8801,0,745,,,12.66,N,N,12.474,0.56
86053 (1999 RY4),3.16,0.1414,26.44,349.64,118.19,2.713,3.61,5.62,8545,0,1488,,,13.70,N,N,11.047,0.08
86058 (1999 RO15),3.12,0.0941,22.81,345.85,333.29,2.827,3.41,5.51,8565,0,1510,,,13.71,N,N,10.709,0.11
86061 (1999 RT19),3.195,0.0851,18.19,349.94,96.48,2.923,3.47,5.71,8538,0,2292,,,12.92,N,N,15.157,0.31
86069 (1999 RO32),3.144,0.2738,13.01,356.72,92.41,2.283,4.01,5.58,12557,0,1785,,,13.58,N,N,10.490,0.03
86093 (1999 RZ95),3.168,0.0978,9.37,34.66,357.12,2.858,3.48,5.64,8540,0,1562,,,14.04,N,N,10.266,0.13
86095 (1999 RZ100),3.138,0.1121,14.69,235.84,89.21,2.786,3.49,5.56,9002,0,1245,,,14.27,N,N,13.517,3.03
86101 (1999 RY107),2.99,0.1187,5.67,238.72,143.42,2.635,3.35,5.17,8273,0,1597,,,14.55,N,N,11.342,3.26
86112 (1999 RN123),2.944,0.0722,10.99,308.25,70.53,2.731,3.16,5.05,8346,0,1645,,,13.75,N,N,10.328,1.96
86113 (1999 RC129),3.032,0.1359,12.44,325.03,157.49,2.620,3.44,5.28,8595,0,2865,,,12.93,N,N,13.355,0.27
86140 (1999 RA183),3.229,0.0414,21.34,356.76,347.62,3.096,3.36,5.8,8560,0,1972,,,13.10,N,N,15.426,0.31
86141 (1999 RD184),3.22,0.1082,21.93,2.56,87.16,2.872,3.57,5.78,8535,0,851,,,14.24,N,N,11.118,0.33
86153 (1999 RE201),3.185,0.1950,16.17,312.56,103.18,2.564,3.81,5.69,8584,0,1812,,,13.44,N,N,11.760,0.21
86156 (1999 RB203),3.176,0.1465,16.03,302.52,112.64,2.711,3.64,5.66,8588,0,1923,,,13.41,N,N,11.394,0.17
86162 (1999 RR205),3.062,0.0967,10.37,246.98,167.34,2.766,3.36,5.36,8588,0,2186,,,13.39,N,N,10.567,1.94
86171 (1999 RO211),3.176,0.1578,27.47,206.65,187.35,2.675,3.68,5.66,9420,0,1729,,,13.79,N,N,10.430,0.08
86185 (1999 RN230),3.104,0.1058,17.58,150.31,345.82,2.775,3.43,5.47,8539,0,1927,,,13.74,N,N,10.871,0.16
86202 (1999 TT1),3.139,0.2269,10.63,18.06,321.55,2.426,3.85,5.56,8511,0,1413,,,14.15,N,N,11.091,0.06
86232 (1999 TG111),3.045,0.1120,7.99,295.63,147.08,2.704,3.39,5.31,8540,0,1613,,,13.98,N,N,10.515,2.11
86238 (1999 TJ118),2.944,0.0417,11.70,358.14,64.75,2.821,3.07,5.05,8315,0,2106,,,13.65,N,N,13.503,3.94
86269 (1999 TC272),3.225,0.1033,22.50,9.17,244.61,2.892,3.56,5.79,10688,0,1295,,,13.94,N,N,10.260,0.21
86281 (1999 UZ10),3.189,0.0245,20.55,294.34,133.24,3.111,3.27,5.69,25369,0,2190,,,12.84,N,N,15.864,0.15
86287 (1999 UX44),3.19,0.1900,9.43,282.08,115.54,2.584,3.80,5.7,14712,0,1607,,,13.88,N,N,11.687,0.12
86288 (1999 UC45),3.083,0.1764,13.96,306.42,28.12,2.539,3.63,5.41,8588,0,2251,,,13.25,N,N,12.438,0.08
86297 (1999 VP21),3.196,0.1171,18.67,47.53,355.97,2.822,3.57,5.71,8513,0,1969,,,13.33,N,N,12.031,0.16
86308 (1999 VN85),3.155,0.2412,27.32,73.34,248.94,2.394,3.92,5.6,8492,0,927,,,14.11,N,N,10.135,0.09
86317 (1999 VH192),3.089,0.2442,8.63,329.82,313.76,2.335,3.84,5.43,8501,0,1577,,,14.12,N,N,12.170,1.52
86331 (1999 XY19),3.247,0.0830,22.93,37.55,98.44,2.978,3.52,5.85,8478,0,1364,,,13.93,N,N,12.058,0.29
86348 (1999 XF102),3.194,0.1614,3.30,286.67,136.53,2.679,3.71,5.71,12439,0,1372,,,14.24,N,N,10.101,1.41
86358 (1999 XB143),3.244,0.3130,12.87,64.94,21.14,2.229,4.26,5.84,20884,0,1902,,,13.42,N,N,12.677,0.38
86360 (1999 XR162),3.144,0.2138,23.95,253.93,67.11,2.472,3.82,5.57,8999,0,1447,,,13.72,N,N,10.568,0.05
86366 (1999 XO213),3.945,0.2518,8.65,123.45,242.87,2.951,4.94,7.84,9778,0,1204,,,13.56,N,N,10.124,0.95
86403 (2000 AJ148),3.207,0.1415,17.93,260.63,137.13,2.753,3.66,5.74,14205,0,1524,,,13.71,N,N,11.526,0.14
86429 (2000 BJ29),3.207,0.1447,16.07,318.57,54.06,2.743,3.67,5.74,8537,0,1522,,,13.56,N,N,11.157,0.20
86435 (2000 CL9),3.989,0.1177,7.05,284.09,10.58,3.520,4.46,7.97,8418,0,1444,,,13.19,N,N,13.686,0.40
87299 (2000 PU24),3.188,0.2407,15.91,161.44,258.06,2.420,3.95,5.69,11462,0,1500,,,13.62,N,N,11.778,0.39
87303 (2000 PJ26),3.169,0.2847,12.36,301.12,70.87,2.267,4.07,5.64,8112,0,1118,,,14.02,N,N,10.545,0.25
87375 (2000 QN55),3.314,0.1837,2.43,64.44,347.22,2.706,3.92,6.03,10213,0,1477,,,14.05,N,N,10.086,0.73
87811 (2000 SO145),3.967,0.2209,12.69,203.78,220.47,3.091,4.84,7.9,22227,0,1170,,,13.60,N,N,11.501,0.26
87926 (2000 SZ319),3.166,0.2293,24.77,254.23,113.77,2.440,3.89,5.63,8598,0,1460,,,13.56,N,N,12.141,0.25
88031 (2000 UP87),3.206,0.0877,11.94,83.04,146.54,2.925,3.49,5.74,8087,0,1827,,,13.50,N,N,10.967,0.23
88090 (2000 WE48),3.234,0.0867,13.71,248.24,117.75,2.954,3.51,5.82,8534,0,1411,,,13.92,N,N,10.725,0.12
88094 (2000 WT55),3.215,0.1279,15.64,307.79,65.65,2.804,3.63,5.76,12908,0,2182,,,12.99,N,N,14.604,0.08
88111 (2000 WJ101),3.148,0.1553,22.48,99.06,97.55,2.660,3.64,5.59,8068,0,1533,,,13.64,N,N,10.022,0.12
88117 (2000 WV132),2.613,0.1548,25.85,254.87,201.52,2.209,3.02,4.23,8599,0,1720,,,13.97,N,N,12.136,0.10
88125 (2000 WU145),2.933,0.1760,17.14,136.50,314.64,2.417,3.45,5.02,11477,0,1542,,,14.47,N,N,11.304,1.74
88129 (2000 WN152),3.435,0.0531,19.11,249.65,54.61,3.252,3.62,6.37,8747,0,1090,,,13.80,N,N,12.021,0.11
88140 (2000 WV173),3.124,0.1067,14.17,92.92,78.54,2.791,3.46,5.52,8144,0,1650,,,13.74,N,N,10.749,0.27
88152 (2000 XP5),3.136,0.0299,9.98,0.05,167.21,3.042,3.23,5.55,11630,0,1610,,,13.87,N,N,11.967,0.11
88169 (2000 XS25),3.081,0.1874,9.92,5.56,62.75,2.504,3.66,5.41,8567,0,1712,,,13.88,N,N,11.135,0.11
88194 (2000 YE45),3.19,0.1252,11.47,98.09,328.81,2.790,3.59,5.7,9422,0,1388,,,14.04,N,N,10.028,0.45
88201 (2000 YJ92),3.247,0.0079,22.65,99.25,113.59,3.222,3.27,5.85,8030,0,1350,,,13.66,N,N,12.307,0.38
88227 (2001 BU42),5.178,0.0658,9.84,249.77,180.81,4.838,5.52,11.8,8831,0,1006,,,12.18,N,N,19.177,0.56
88230 (2001 BT65),3.973,0.1476,7.36,257.91,4.17,3.386,4.56,7.92,8816,0,2137,,,12.63,N,N,18.512,0.23
88233 (2001 BJ73),3.162,0.1735,25.99,295.16,33.72,2.614,3.71,5.62,10243,0,1383,,,13.46,N,N,15.539,0.52
88236 (2001 CC12),3.203,0.0953,21.12,328.12,112.78,2.898,3.51,5.73,8944,0,1690,,,13.39,N,N,13.020,0.15
88237 (2001 CX15),4.02,0.2238,12.10,119.40,260.73,3.120,4.92,8.06,8889,0,1302,,,13.16,N,N,10.553,0.97
88245 (2001 CH49),5.266,0.1167,8.80,124.87,310.04,4.652,5.88,12.1,9614,0,646,,,12.75,N,N,11.139,0.67
88246 (2001 DZ25),3.973,0.0852,17.14,131.21,106.48,3.635,4.31,7.92,10472,0,723,,,13.61,N,N,10.139,0.22
88252 (2001 FM40),3.159,0.1432,18.14,1.87,50.71,2.707,3.61,5.62,8911,0,974,,,14.31,N,N,10.548,3.38
88554 (2001 QW199),3.158,0.1168,22.55,18.35,260.02,2.789,3.53,5.61,10703,0,1311,,,13.92,N,N,10.547,0.08
89283 (2001 VJ17),3.042,0.0144,22.84,102.93,355.82,2.998,3.09,5.31,8632,0,1557,,,13.77,N,N,10.088,0.12
89828 (2002 BY28),3.121,0.1186,28.13,140.62,210.21,2.751,3.49,5.51,8517,0,1747,,,13.70,N,N,12.051,0.12
89829 (2002 BQ29),5.224,0.0509,14.33,74.42,203.27,4.959,5.49,11.9,8069,0,895,,,12.16,N,N,17.429,1.60
89858 (2002 CK96),5.209,0.0442,10.56,154.09,195.91,4.979,5.44,11.9,11627,0,1188,,,12.27,N,N,19.389,1.00
89918 (2002 ER33),5.129,0.0319,7.63,37.94,85.74,4.965,5.29,11.6,8829,0,536,,,13.02,N,N,12.373,1.46
89922 (2002 EV45),5.175,0.0497,3.17,311.95,76.64,4.918,5.43,11.8,8389,0,458,,,13.32,N,N,11.539,1.33
89924 (2002 ED51),5.259,0.0301,1.22,20.33,105.92,5.101,5.42,12.1,22735,0,708,,,12.68,N,N,18.587,1.61
89934 (2002 EH95),5.211,0.0785,7.84,5.43,342.15,4.802,5.62,11.9,9570,0,937,,,12.39,N,N,17.683,0.74
89935 (2002 EL138),5.249,0.0666,3.17,143.33,226.90,4.900,5.60,12,9617,0,617,,,12.99,N,N,17.287,1.04
89937 (2002 FP1),3.218,0.0513,23.05,114.80,356.54,3.053,3.38,5.77,8036,0,1323,,,13.87,N,N,10.580,0.37
89940 (2002 FG8),5.248,0.0818,25.24,185.14,344.62,4.819,5.68,12,8057,0,818,,,12.46,N,N,20.198,1.04
89942 (2002 FA23),3.184,0.2514,17.55,1.74,332.91,2.384,3.99,5.68,8896,0,953,,,14.49,N,N,10.545,1.96
90337 (2003 FQ97),5.239,0.0779,19.34,232.90,72.58,4.831,5.65,12,9218,0,1511,,,11.72,N,N,29.391,1.18
90372 (2003 QR88),3.189,0.2227,14.05,207.02,132.20,2.479,3.90,5.69,9174,0,1705,,,13.77,N,N,11.591,0.31
90380 (2003 WX68),5.154,0.0985,9.94,71.86,65.78,4.646,5.66,11.7,11246,0,875,,,12.51,N,N,17.955,1.80
90456 (2004 CV2),3.967,0.1690,12.46,178.50,335.31,3.297,4.64,7.9,7663,0,851,,,13.64,N,N,10.106,0.75
90542 (2004 FG94),3.179,0.1015,22.63,41.45,309.00,2.857,3.50,5.67,8980,0,1736,,,13.61,N,N,10.363,1.40
90704 (1988 RO12),3.952,0.0330,0.62,104.48,6.24,3.821,4.08,7.86,12552,0,1208,,,13.65,N,N,12.587,0.93
91152 (1998 QW41),3.131,0.1566,18.07,345.11,13.50,2.640,3.62,5.54,8945,0,1440,,,13.87,N,N,11.561,1.86
91155 (1998 QW50),3.168,0.1969,15.55,350.51,82.87,2.544,3.79,5.64,10191,0,1269,,,14.22,N,N,10.217,0.75
91163 (1998 QZ82),3.231,0.0431,20.06,277.66,52.31,3.092,3.37,5.81,8924,0,1615,,,13.40,N,N,11.758,0.24
91164 (1998 QE84),3.17,0.0159,14.54,292.03,124.22,3.119,3.22,5.64,8922,0,1561,,,13.75,N,N,11.447,1.65
91192 (1998 SA58),3.178,0.1435,17.35,16.48,285.25,2.722,3.63,5.67,8914,0,1346,,,13.87,N,N,12.203,1.29
91207 (1998 XW27),3.197,0.1277,9.98,346.03,54.79,2.789,3.60,5.72,11051,0,1410,,,14.03,N,N,10.524,0.10
91551 (1999 RA212),3.059,0.1364,10.09,328.73,159.12,2.642,3.48,5.35,12077,0,1541,,,14.07,N,N,10.294,1.58
91613 (1999 TO31),3.081,0.0706,4.22,353.04,165.64,2.863,3.30,5.41,8518,0,1831,,,14.00,N,N,11.127,0.13
91617 (1999 TW36),2.897,0.1190,10.65,358.87,7.53,2.553,3.24,4.93,8335,0,2719,,,13.63,N,N,12.836,0.08
91641 (1999 TS90),2.909,0.0688,16.78,26.73,71.64,2.709,3.11,4.96,8322,0,1996,,,14.16,N,N,11.147,3.46
91652 (1999 TZ100),3.204,0.0805,17.43,49.11,80.08,2.946,3.46,5.73,8535,0,1785,,,13.35,N,N,17.589,0.08
91738 (1999 TE174),3.358,0.0066,16.54,53.15,5.99,3.336,3.38,6.15,8380,0,1423,,,13.68,N,N,12.346,0.23
91745 (1999 TF184),3.038,0.0783,14.32,291.93,317.30,2.800,3.28,5.29,9954,0,1198,,,14.10,N,N,10.197,1.92
91776 (1999 TJ206),3.168,0.1419,29.93,52.16,193.91,2.718,3.62,5.64,8496,0,1839,,,13.07,N,N,16.551,1.89
91787 (1999 TZ219),3.255,0.1113,12.41,345.52,258.22,2.893,3.62,5.87,8536,0,1210,,,13.88,N,N,10.383,0.13
91849 (1999 UK6),3.167,0.0769,7.07,38.32,336.77,2.923,3.41,5.64,8517,0,2372,,,13.26,N,N,13.759,0.11
91875 (1999 UF44),3.238,0.0292,22.36,28.26,301.70,3.143,3.33,5.83,8494,0,1381,,,13.96,N,N,10.295,0.29
91906 (1999 VE24),3.132,0.1951,12.08,50.34,332.70,2.521,3.74,5.54,11615,0,1228,,,14.35,N,N,10.096,1.43
